source_split,scenario_version,configured_scale,seed,episode,frame_index,timestamp_s,class_label,candidate_availability_status,observed_anonymous_target_count,observed_anonymous_resource_count,target_demand_slot_count,teacher_binding_change_count,candidate_teacher_symmetric_difference_count,candidate_exact_teacher,effective_exact_teacher,ood,rejected,rejection_reasons,exclusive_observable_failure_pathway
train,dense_crossing-20v20-v1,20t20r,20019,dense_crossing_20v20-s20019-0b4fb368f4d9-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,20,20,20,4,12,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded|relative_rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20030,evasive_multilevel_100v100-s20030-f0c5ad9031d0-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,98,100,98,0,0,True,True,False,False,,negative_not_applicable
train,evasive_multilevel-100v100-v1,100t100r,20030,evasive_multilevel_100v100-s20030-f0c5ad9031d0-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,82,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20030,evasive_multilevel_100v100-s20030-f0c5ad9031d0-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,4,False,False,True,True,feature_ood,feature_ood_rule_fallback
validation,evasive_multilevel-100v100-v1,100t100r,20031,evasive_multilevel_100v100-s20031-5a61d5e24115-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,97,100,97,0,0,True,True,False,False,,negative_not_applicable
validation,evasive_multilevel-100v100-v1,100t100r,20031,evasive_multilevel_100v100-s20031-5a61d5e24115-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,102,100,102,4,116,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
validation,evasive_multilevel-100v100-v1,100t100r,20031,evasive_multilevel_100v100-s20031-5a61d5e24115-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,6,6,False,False,True,True,feature_ood,feature_ood_rule_fallback
train,evasive_multilevel-100v100-v1,100t100r,20032,evasive_multilevel_100v100-s20032-36d3b236d8b2-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,100,100,100,0,0,True,True,False,False,,negative_not_applicable
train,evasive_multilevel-100v100-v1,100t100r,20032,evasive_multilevel_100v100-s20032-36d3b236d8b2-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,16,False,False,False,True,binding_change_limit_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20032,evasive_multilevel_100v100-s20032-36d3b236d8b2-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,4,False,False,True,True,feature_ood,feature_ood_rule_fallback
test,evasive_multilevel-100v100-v1,100t100r,20033,evasive_multilevel_100v100-s20033-b0d95f089292-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,97,100,97,0,0,True,True,False,False,,negative_not_applicable
test,evasive_multilevel-100v100-v1,100t100r,20033,evasive_multilevel_100v100-s20033-b0d95f089292-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,84,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,evasive_multilevel-100v100-v1,100t100r,20033,evasive_multilevel_100v100-s20033-b0d95f089292-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,8,146,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20034,evasive_multilevel_100v100-s20034-df78d0ba64f9-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,97,100,97,0,0,True,True,False,False,,negative_not_applicable
train,evasive_multilevel-100v100-v1,100t100r,20034,evasive_multilevel_100v100-s20034-df78d0ba64f9-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,99,100,99,4,50,False,False,False,True,binding_change_limit_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20034,evasive_multilevel_100v100-s20034-df78d0ba64f9-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,124,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20035,evasive_multilevel_100v100-s20035-7ddc3d568dae-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,97,100,97,0,0,True,True,False,False,,negative_not_applicable
train,evasive_multilevel-100v100-v1,100t100r,20035,evasive_multilevel_100v100-s20035-7ddc3d568dae-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,48,False,False,False,True,binding_change_limit_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20035,evasive_multilevel_100v100-s20035-7ddc3d568dae-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,110,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,evasive_multilevel-100v100-v1,100t100r,20036,evasive_multilevel_100v100-s20036-6b358871c6bf-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,99,100,99,0,0,True,True,False,False,,negative_not_applicable
test,evasive_multilevel-100v100-v1,100t100r,20036,evasive_multilevel_100v100-s20036-6b358871c6bf-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,54,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,evasive_multilevel-100v100-v1,100t100r,20036,evasive_multilevel_100v100-s20036-6b358871c6bf-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,8,8,False,False,True,True,feature_ood,feature_ood_rule_fallback
train,evasive_multilevel-100v100-v1,100t100r,20037,evasive_multilevel_100v100-s20037-a965e14b289e-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,96,100,96,0,0,True,True,False,False,,negative_not_applicable
train,evasive_multilevel-100v100-v1,100t100r,20037,evasive_multilevel_100v100-s20037-a965e14b289e-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,99,100,99,4,86,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20037,evasive_multilevel_100v100-s20037-a965e14b289e-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,136,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded|relative_rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,evasive_multilevel-100v100-v1,100t100r,20038,evasive_multilevel_100v100-s20038-e5dfc3d96a27-r2d01418f825a,0,0.85,negative,proposal_available_teacher_edge_reachability_unavailable,96,100,96,0,0,True,True,False,False,,negative_not_applicable
test,evasive_multilevel-100v100-v1,100t100r,20038,evasive_multilevel_100v100-s20038-e5dfc3d96a27-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,108,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,evasive_multilevel-100v100-v1,100t100r,20038,evasive_multilevel_100v100-s20038-e5dfc3d96a27-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,8,150,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20039,evasive_multilevel_100v100-s20039-bc1a845183dc-r2d01418f825a,0,0.85,negative,proposal_available_teacher_edge_reachability_unavailable,98,100,98,0,0,True,True,False,False,,negative_not_applicable
train,evasive_multilevel-100v100-v1,100t100r,20039,evasive_multilevel_100v100-s20039-bc1a845183dc-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,103,100,103,4,84,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,evasive_multilevel-100v100-v1,100t100r,20039,evasive_multilevel_100v100-s20039-bc1a845183dc-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,6,136,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
validation,formation_split-50v50-v1,50t50r,20020,formation_split_50v50-s20020-21fd1a4388b9-r4dcb163981ae,0,0.85,negative,proposal_available_teacher_edge_reachability_unavailable,49,50,49,0,0,True,True,False,False,,negative_not_applicable
validation,formation_split-50v50-v1,50t50r,20020,formation_split_50v50-s20020-21fd1a4388b9-r4dcb163981ae,1,1.0,negative,proposal_available_teacher_edge_reachability_unavailable,49,50,49,0,0,True,True,False,False,,negative_not_applicable
validation,formation_split-50v50-v1,50t50r,20020,formation_split_50v50-s20020-21fd1a4388b9-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,51,50,51,6,38,False,False,False,True,binding_change_limit_exceeded,candidate_selection_mismatch_non_ood
train,formation_split-50v50-v1,50t50r,20021,formation_split_50v50-s20021-bf9872e8525a-r4dcb163981ae,0,0.85,negative,proposal_available_teacher_edge_reachability_unavailable,49,50,49,0,0,True,True,False,False,,negative_not_applicable
train,formation_split-50v50-v1,50t50r,20021,formation_split_50v50-s20021-bf9872e8525a-r4dcb163981ae,1,1.0,negative,proposal_available_teacher_edge_reachability_unavailable,50,50,50,0,14,False,True,False,True,binding_change_limit_exceeded,negative_not_applicable
train,formation_split-50v50-v1,50t50r,20021,formation_split_50v50-s20021-bf9872e8525a-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,4,54,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,formation_split-50v50-v1,50t50r,20022,formation_split_50v50-s20022-244ba72af370-r4dcb163981ae,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,49,50,49,0,0,True,True,False,False,,negative_not_applicable
test,formation_split-50v50-v1,50t50r,20022,formation_split_50v50-s20022-244ba72af370-r4dcb163981ae,1,1.0,negative,proposal_available_teacher_edge_reachability_unavailable,49,50,49,0,0,True,True,False,False,,negative_not_applicable
test,formation_split-50v50-v1,50t50r,20022,formation_split_50v50-s20022-244ba72af370-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,8,8,False,False,True,True,feature_ood,feature_ood_rule_fallback
validation,formation_split-50v50-v1,50t50r,20023,formation_split_50v50-s20023-74697289accc-r4dcb163981ae,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,50,50,50,0,0,True,True,False,False,,negative_not_applicable
validation,formation_split-50v50-v1,50t50r,20023,formation_split_50v50-s20023-74697289accc-r4dcb163981ae,1,1.0,negative,proposal_available_teacher_edge_reachability_unavailable,50,50,50,0,0,True,True,False,False,,negative_not_applicable
validation,formation_split-50v50-v1,50t50r,20023,formation_split_50v50-s20023-74697289accc-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,4,4,False,False,True,True,feature_ood,feature_ood_rule_fallback
train,formation_split-50v50-v1,50t50r,20024,formation_split_50v50-s20024-165fa9b2a531-r4dcb163981ae,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,50,50,50,0,0,True,True,False,False,,negative_not_applicable
train,formation_split-50v50-v1,50t50r,20024,formation_split_50v50-s20024-165fa9b2a531-r4dcb163981ae,1,1.0,negative,proposal_available_teacher_edge_reachability_unavailable,50,50,50,0,0,True,True,False,False,,negative_not_applicable
train,formation_split-50v50-v1,50t50r,20024,formation_split_50v50-s20024-165fa9b2a531-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,4,30,False,False,False,True,binding_change_limit_exceeded,candidate_selection_mismatch_non_ood
train,formation_split-50v50-v1,50t50r,20025,formation_split_50v50-s20025-790ae870a518-r4dcb163981ae,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,50,50,50,0,0,True,True,False,False,,negative_not_applicable
train,formation_split-50v50-v1,50t50r,20025,formation_split_50v50-s20025-790ae870a518-r4dcb163981ae,1,1.0,negative,proposal_available_teacher_edge_reachability_unavailable,50,50,50,0,0,True,True,False,False,,negative_not_applicable
train,formation_split-50v50-v1,50t50r,20025,formation_split_50v50-s20025-790ae870a518-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,4,16,False,False,False,True,binding_change_limit_exceeded,candidate_selection_mismatch_non_ood
validation,formation_split-50v50-v1,50t50r,20026,formation_split_50v50-s20026-bd98035c848e-r4dcb163981ae,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,49,50,49,0,0,True,True,False,False,,negative_not_applicable
validation,formation_split-50v50-v1,50t50r,20026,formation_split_50v50-s20026-bd98035c848e-r4dcb163981ae,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,4,0,True,True,False,False,,teacher_exact_match
validation,formation_split-50v50-v1,50t50r,20026,formation_split_50v50-s20026-bd98035c848e-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,4,24,False,False,False,True,binding_change_limit_exceeded,candidate_selection_mismatch_non_ood
validation,formation_split-50v50-v1,50t50r,20027,formation_split_50v50-s20027-49e325c76fdd-r4dcb163981ae,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,48,50,48,0,0,True,True,False,False,,negative_not_applicable
validation,formation_split-50v50-v1,50t50r,20027,formation_split_50v50-s20027-49e325c76fdd-r4dcb163981ae,1,1.0,negative,proposal_available_teacher_edge_reachability_unavailable,48,50,48,0,0,True,True,False,False,,negative_not_applicable
validation,formation_split-50v50-v1,50t50r,20027,formation_split_50v50-s20027-49e325c76fdd-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,8,50,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded|relative_rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,formation_split-50v50-v1,50t50r,20028,formation_split_50v50-s20028-37ec4380e441-r4dcb163981ae,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,50,50,50,0,0,True,True,False,False,,negative_not_applicable
train,formation_split-50v50-v1,50t50r,20028,formation_split_50v50-s20028-37ec4380e441-r4dcb163981ae,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,51,50,51,4,0,True,True,False,False,,teacher_exact_match
train,formation_split-50v50-v1,50t50r,20028,formation_split_50v50-s20028-37ec4380e441-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,4,28,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
validation,formation_split-50v50-v1,50t50r,20029,formation_split_50v50-s20029-a662e11c0201-r4dcb163981ae,0,0.9,negative,proposal_available_teacher_edge_reachability_unavailable,49,50,49,0,0,True,True,False,False,,negative_not_applicable
validation,formation_split-50v50-v1,50t50r,20029,formation_split_50v50-s20029-a662e11c0201-r4dcb163981ae,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,4,32,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
validation,formation_split-50v50-v1,50t50r,20029,formation_split_50v50-s20029-a662e11c0201-r4dcb163981ae,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,50,50,50,6,56,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
validation,high_threat_m_to_n-100v100-v1,100t100r,20080,high_threat_m_to_n_100v100-s20080-32a438b864cf-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,94,100,94,0,0,True,True,False,False,,negative_not_applicable
validation,high_threat_m_to_n-100v100-v1,100t100r,20080,high_threat_m_to_n_100v100-s20080-32a438b864cf-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,104,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
validation,high_threat_m_to_n-100v100-v1,100t100r,20080,high_threat_m_to_n_100v100-s20080-32a438b864cf-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,101,100,101,8,8,False,False,True,True,feature_ood,feature_ood_rule_fallback
test,high_threat_m_to_n-100v100-v1,100t100r,20081,high_threat_m_to_n_100v100-s20081-5197990f37f1-r2d01418f825a,0,0.85,negative,proposal_available_teacher_edge_reachability_unavailable,99,100,99,0,0,True,True,False,False,,negative_not_applicable
test,high_threat_m_to_n-100v100-v1,100t100r,20081,high_threat_m_to_n_100v100-s20081-5197990f37f1-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,99,100,99,4,42,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,high_threat_m_to_n-100v100-v1,100t100r,20081,high_threat_m_to_n_100v100-s20081-5197990f37f1-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,101,100,101,8,8,False,False,True,True,feature_ood,feature_ood_rule_fallback
train,high_threat_m_to_n-100v100-v1,100t100r,20082,high_threat_m_to_n_100v100-s20082-17e3d962030f-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,97,100,97,0,0,True,True,False,False,,negative_not_applicable
train,high_threat_m_to_n-100v100-v1,100t100r,20082,high_threat_m_to_n_100v100-s20082-17e3d962030f-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,6,112,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,high_threat_m_to_n-100v100-v1,100t100r,20082,high_threat_m_to_n_100v100-s20082-17e3d962030f-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,4,False,False,True,True,feature_ood,feature_ood_rule_fallback
test,high_threat_m_to_n-100v100-v1,100t100r,20083,high_threat_m_to_n_100v100-s20083-0f5d81b68f4f-r2d01418f825a,0,0.7,negative,proposal_available_teacher_edge_reachability_unavailable,98,100,98,0,0,True,True,False,False,,negative_not_applicable
test,high_threat_m_to_n-100v100-v1,100t100r,20083,high_threat_m_to_n_100v100-s20083-0f5d81b68f4f-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,101,100,101,4,96,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,high_threat_m_to_n-100v100-v1,100t100r,20083,high_threat_m_to_n_100v100-s20083-0f5d81b68f4f-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,4,False,False,True,True,feature_ood,feature_ood_rule_fallback
train,high_threat_m_to_n-100v100-v1,100t100r,20084,high_threat_m_to_n_100v100-s20084-972322ea1814-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,97,100,97,0,0,True,True,False,False,,negative_not_applicable
train,high_threat_m_to_n-100v100-v1,100t100r,20084,high_threat_m_to_n_100v100-s20084-972322ea1814-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,98,100,98,4,20,False,False,False,True,binding_change_limit_exceeded,candidate_selection_mismatch_non_ood
train,high_threat_m_to_n-100v100-v1,100t100r,20084,high_threat_m_to_n_100v100-s20084-972322ea1814-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,101,100,101,4,4,False,False,True,True,feature_ood,feature_ood_rule_fallback
test,high_threat_m_to_n-100v100-v1,100t100r,20085,high_threat_m_to_n_100v100-s20085-6860996265d5-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,100,100,100,0,0,True,True,False,False,,negative_not_applicable
test,high_threat_m_to_n-100v100-v1,100t100r,20085,high_threat_m_to_n_100v100-s20085-6860996265d5-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,6,108,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,high_threat_m_to_n-100v100-v1,100t100r,20085,high_threat_m_to_n_100v100-s20085-6860996265d5-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,150,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,high_threat_m_to_n-100v100-v1,100t100r,20086,high_threat_m_to_n_100v100-s20086-138365307907-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,98,100,98,0,0,True,True,False,False,,negative_not_applicable
train,high_threat_m_to_n-100v100-v1,100t100r,20086,high_threat_m_to_n_100v100-s20086-138365307907-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,54,False,False,False,True,binding_change_limit_exceeded,candidate_selection_mismatch_non_ood
train,high_threat_m_to_n-100v100-v1,100t100r,20086,high_threat_m_to_n_100v100-s20086-138365307907-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,8,130,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
validation,high_threat_m_to_n-100v100-v1,100t100r,20087,high_threat_m_to_n_100v100-s20087-86293debb948-r2d01418f825a,0,0.85,negative,proposal_available_teacher_edge_reachability_unavailable,99,100,99,0,0,True,True,False,False,,negative_not_applicable
validation,high_threat_m_to_n-100v100-v1,100t100r,20087,high_threat_m_to_n_100v100-s20087-86293debb948-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,64,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
validation,high_threat_m_to_n-100v100-v1,100t100r,20087,high_threat_m_to_n_100v100-s20087-86293debb948-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,134,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,high_threat_m_to_n-100v100-v1,100t100r,20088,high_threat_m_to_n_100v100-s20088-99695684c5e7-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,99,100,99,0,0,True,True,False,False,,negative_not_applicable
train,high_threat_m_to_n-100v100-v1,100t100r,20088,high_threat_m_to_n_100v100-s20088-99695684c5e7-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,4,98,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,high_threat_m_to_n-100v100-v1,100t100r,20088,high_threat_m_to_n_100v100-s20088-99695684c5e7-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,100,100,100,8,130,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,high_threat_m_to_n-100v100-v1,100t100r,20089,high_threat_m_to_n_100v100-s20089-a41f0d8ab565-r2d01418f825a,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,99,100,99,0,0,True,True,False,False,,negative_not_applicable
train,high_threat_m_to_n-100v100-v1,100t100r,20089,high_threat_m_to_n_100v100-s20089-a41f0d8ab565-r2d01418f825a,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,99,100,99,4,108,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,high_threat_m_to_n-100v100-v1,100t100r,20089,high_threat_m_to_n_100v100-s20089-a41f0d8ab565-r2d01418f825a,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,101,100,101,6,6,False,False,True,True,feature_ood,feature_ood_rule_fallback
test,high_threat_m_to_n-200v200-v1,200t200r,20090,high_threat_m_to_n_200v200-s20090-3874f6903990-r61bb88a65f68,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,195,200,195,0,0,True,True,False,False,,negative_not_applicable
test,high_threat_m_to_n-200v200-v1,200t200r,20090,high_threat_m_to_n_200v200-s20090-3874f6903990-r61bb88a65f68,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,200,200,200,6,258,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
test,high_threat_m_to_n-200v200-v1,200t200r,20090,high_threat_m_to_n_200v200-s20090-3874f6903990-r61bb88a65f68,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,200,200,200,8,8,False,False,True,True,feature_ood,feature_ood_rule_fallback
test,high_threat_m_to_n-200v200-v1,200t200r,20091,high_threat_m_to_n_200v200-s20091-61d639753511-r61bb88a65f68,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,191,200,191,0,0,True,True,False,False,,negative_not_applicable
test,high_threat_m_to_n-200v200-v1,200t200r,20091,high_threat_m_to_n_200v200-s20091-61d639753511-r61bb88a65f68,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,201,200,201,4,4,False,False,True,True,feature_ood,feature_ood_rule_fallback
test,high_threat_m_to_n-200v200-v1,200t200r,20091,high_threat_m_to_n_200v200-s20091-61d639753511-r61bb88a65f68,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,200,200,200,4,4,False,False,True,True,feature_ood,feature_ood_rule_fallback
train,high_threat_m_to_n-200v200-v1,200t200r,20092,high_threat_m_to_n_200v200-s20092-8a35721ca542-r61bb88a65f68,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,197,200,197,0,0,True,True,False,False,,negative_not_applicable
train,high_threat_m_to_n-200v200-v1,200t200r,20092,high_threat_m_to_n_200v200-s20092-8a35721ca542-r61bb88a65f68,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,200,200,200,4,266,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
train,high_threat_m_to_n-200v200-v1,200t200r,20092,high_threat_m_to_n_200v200-s20092-8a35721ca542-r61bb88a65f68,2,2.0,positive,proposal_available_teacher_edge_reachability_unavailable,200,200,200,6,6,False,False,True,True,feature_ood,feature_ood_rule_fallback
train,high_threat_m_to_n-200v200-v1,200t200r,20093,high_threat_m_to_n_200v200-s20093-6b9ae8893fac-r61bb88a65f68,0,0.75,negative,proposal_available_teacher_edge_reachability_unavailable,198,200,198,0,0,True,True,False,False,,negative_not_applicable
train,high_threat_m_to_n-200v200-v1,200t200r,20093,high_threat_m_to_n_200v200-s20093-6b9ae8893fac-r61bb88a65f68,1,1.0,positive,proposal_available_teacher_edge_reachability_unavailable,202,200,202,6,212,False,False,False,True,binding_change_limit_exceeded|rule_cost_difference_exceeded,candidate_selection_mismatch_non_ood
